1,thank you,"thug-zee che, thukjeche","thug-zee che, thukjeche",ཐུགས་རྗེ་ཆེ་,ཐུགས་རྗེ་ཆེ་,2001
304,mosquito,"cha phi, chafi, dhug-byam",,"ཅ་ཕྱི་, དུག་སྦྱམ་",,"2001, 2004 [2005]"
305,butterfly,byam lab,,སྦྱམ་ལྷབ་,,BLDWG
306,cold,"khyag, khyag",,"ཁྱག་, ཁྱག་",,"2001, 2004 [2005]"
307,hot,tsha drag,,ཚ་དྲགས་,,2001
308,rain,"chab, char, charpo",,"ཆབ་, ཆར་, ཆར་པོ་",,BLDWG
309,snow,"kawo, kao",,ཁ་བོ་,,BLDWG
310,windy,lung-ma,,རླུང་མ་,,BLDWG
311,sunny,nyim shar ,,ཉི་མ་ཤར་,,BLDWG
312,"hygiene, cleanliness, free from dirt, clean","tsang-mu, zangmo",,གཙང་མུ་,,BLDWG
313,wash,sil,kyu,བསིལ་,ཁྱུ་,BLDWG
314,small plate,lichung,,ལི་ཆུང་,,2001
315,"couple, married couple","zatsang, zaku",,"བཟའ་ཚང་, བཟའ་ཀོ་",,2001
316,shoes,zhab ja,lham,ཞབས་ཆ་,ལྷམ་,2001
317,bag,surgeb,geb,སུར་གྱབ་,"གྱབ་, འགེབ་","2001, 2004 [2005]"
318,small,chung,,ཆུང་,,2004 [2005]
319,mirror,me-long,,མེ་ལོང་,,BLDWG
320,"research center, institute",nyamship-khang,,ཉམ་ཞིབ་ཁང་,,2001
321,"necessary, need[ed], want[ed]","kho, gopo",,"མཁོ་, དགོས་པོ་",,2004 [2005]
322,fragrance,,drim,དྲིམ་,,BLDWG
323,"ill motive, nlack hearted",nyingngag,,ཉིང་ནག་,,2001
324,cheese,chhus,,ཆུར་,,2004 [2005]
325,"towel, napkin, hankerchief",,toras,,ལྟོས་རས་,2001
326,"cook, make food",tso,,བཙོ་,,2001
327,vegetables,tshom,,ཚོད་མ་,,2001
328,beans,chamta,tibig,ལྕམ་ཏ་,ཏི་བིག་,2001
329,corn,"ken chong, kensong",,ཀེན་ཙོང་,,2004 [2005]
330,cucumber,"gha nyon, kanyu",,ག་ཉོན་,,2004 [2005]
331,"potato, edible root","kyeu, kihu",,"ཀྱའུ་, ཀིའུ་",,2004 [2005]
332,tomato,benda,,བེན་ད་,,BLDWG
333,onion,tsong,o chong,ཙོང་,ཨོ་ཅོང་,2001
334,mole,meo,,རྨེ་བོ་,,2001
335,squash,iskus,,ཨིས་ཀུས་,,BLDWG
336,rice,chum,do,ཆུམ་,དོ་,2004 [2005]; BLDWG
337,noodle,gyathug,,རྒྱ་ཐུག་,རྒྱ་ཐུག་,2001
338,dumpling,zhe-mo,mo-mo,བཞེས་མོགས་,མོགས་མོགས་,BLDWG
339,apple,kushu,,ཀུ་ཤུ་,,2004 [2005]
340,sweet,"gnam, nam",,མངམ་,,2004 [2005]
341,snacks,"dzo, jo",,ཛ་བོ་,,2001
342,orangle,sa-lum,,ཚ་ལུམ་,,2001
343,beer,sui-chhang,chang,སུའི་ཆང་,ཆང་,BLDWG
344,tea,ja,,ཇ་,,2001
345,coffee,co-fi,,ཀོ་ཕི་,ཀོ་ཕི་,BLDWG
346,wild roots,nangtsan kyu,,ནང་ཙན་ཀུའུ་,,BLDWG
347,meat,sha,,ཤ་,,2001
348,chicken meat,bya sha,,བྱ་ཤ་,,BLDWG
349,fish meat,nya  sha,,ཉ་ཤ་,,2001
350,mutton (goat meat),rasha,, ་ར་ཤ་,,2001
351,mutton (sheep) sha,lug-sha,,ལུག་ཤ་,,2001
352,beef,lang-sha,,གླང་ཤ་,,2004 [2005]
353,"vegetarian, green leafy vegetable",ngo-tshoth,,སྔོ་ཚོད་,,2001
354,food,shal lag,"to, zan ",ཞལ་ལག་,"ལྟོ་, ཟན་",2001
355,Buddhist monastery,Nang po'i gonpa,,ནང་པོའི་དགོན་པ་,,BLDWG
356,Christian church,Yishu lhakhang,,ཡི་ཤུ་ལྷ་ཁང་,,BLDWG
357,Hindu mandir,Hindu lhakhang,,ཧིན་དུ་ལྷ་ཁང་,,BLDWG
358,Sikh gurudwara,Sikh ki lhakhang,,སིགྷ་ལྷ་ཁང་,,BLDWG
359,Muslim mosque,Muslim lhakhang,,མུས་ལིམ་ལྷ་ཁང་,,BLDWG
360,form of knowledge,rig gney,,རིག་གནས་,,BLDWG
361,agriculture,sonam,,"ས་ནམས་,ས་ནམ་",,2001
362,archaeology,nangorigney,,གནའ་དངོས་རིག་གནས་,,Goldstein and Narkyid.
363,architecture,tsikdzorikney,,རྩིག་བཟོ་རིག་གནས་,,Goldstein and Narkyid.
364,astronomy,gyukarrikney,,རྒྱུ་དཀར་རིག་གནས་,,Goldstein and Narkyid.
365,biology,Kengorigney,,སྐྱེས་དངོ་རིག་གནས་,,Goldstein and Narkyid.
366,botany,tsishingrigney,,རྩི་ཤིང་རིག་གནས་,,Goldstein and Narkyid.
367,cosmology,,,,,
368,chemistry,dzey-gyur,,རྫས་གྱུར་,,2001
369,drama,do-gar,,ཟློ་གར་,,Goldstein and Narkyid.
370,ecology,khoryugrigney,,འཁོར་ཡུག་རིགས་གནས་,,BLDWG
371,economics,paljorrigney,,དཔལ་འབྱོར་རིག་གནས་,,Goldstein and Narkyid.
372,ethics,tshultrimrigney,,ཚུལ་ཁྲིམས་རིགས་གནས་,,BLDWG
373,engineering,,,,,
374,geography,sazhirigney,,ས་གཞི་རིག་གནས་,,BLDWG
375,geology,sashi,,ས་གཞིས་,,2001
376,history,log-gues,,ལོ་རྒྱུས་,,2001
377,horticulture,ngotshalrigney,,སྔོ་ཚལ་རིགས་གནས་,,Goldstein and Narkyid.
378,law,chatrim,,བཅ་ཁྲིམས་,,2001
379,literature,tsomrig,,རྩོམ་རིག་,,2001
380,mathematics,angtsi,,ཨང་རྩིས་,,2001
381,philosophy,tshen-rig,,མཚན་རིག་,,2001
382,physics,,,,,
383,psychology,seamkham,,སེམས་ཁམས་,,2001
384,sociology,milugrigney,,མི་ལུགས་རིགས་གནས་,,BLDWG
385,grammar,bya-ka-ran,,བྱ་ཀ་རན་,,2001
386,medicine,men-rik,,སྨན་རིགས་,,BLDWG
387,zoology/ veterinary science,seams chen rigney,,སེམས་ཅན་རིགས་གནས་,,BLDWG
388,queen,gyal mo,,རྒྱལ་མོ་,,2004 [2005]
389,king,"gyal-po, chos-rgyal, zhung-kyang",,"རྒྱལ་པོ་, ཆོས་རྒྱལ་, གཞུངས་སྐྱང་",,2004 [2005]
390,prime minister,srea-lon,,སྲིད་བློན་,,2001
391,minister,ka lon,lhon-po,བཀའ་བློན་,བློན་པོ་,"2001, 2004 [2005]"
392,Judge,khrimdag/ khrimpon,,ཁྲིམ་བདག་/ ཁྲིམ་དཔོན་,,2001
393,advocate,,,,,
394,Director,,,,,
395,Governor,sreth kyong,,སྲིད་སྐྱོངས་,,2001
396,President,srhezing,,སྲིད་འཛིན་,,2001
397,"pot, vessel",,"dzama, dzam",,"རྫ་མ་, རྫམ་",2001
398,writer/ clerk,tsom-poen/ drung-yig,,"རྩོམ་དཔོན་, དྲུང་ཡིག་",,2001
399,household objects,,khyim ki charkar,,ཁྱིམ་གི་ཆ་ཀར་,BLDWG
400,"stove, fireplace",thab,,ཐབ་,,BLDWG
401,cup,"pob, kar-yol",,"པོབ་, ཀར་ཡོལ་",,"BLDWG, 2001"
402,pan,lhanga,,སླ་རྔ་,,2001
403,gas,lungthab,,རླུང་ཐབ་,,BLDWG
404,knife,"gye-chung, gyi chung",,གྱི་ཅུང་,,"2001, 2004 [2005]"
405,kettle,jam bim,,རྫམ་བིམ་,,2001
406,plate,li dir,,ལི་སྡིར་,,BLDWG
407,spoon,zhe-thoom,thoom,ཞེས་མཐུམ་,མཐུམ་,2001
408,tea strainer,ja tsa,,ཇ་ཙ་,,BLDWG
409,water container,,"dzama, dzam",,"རྫ་མ་, རྫམ་",2001
410,time,"kab, du tshu",,སྐབས་,,2004 [2005]
411,tomorrow,thong-rangs,sang,ཐོ་རངས་,སང་,2001
412,before last year,shosning,,གཞོས་ནིང་,,2001
413,last year,na-ning,,ན་ཉིང་,ན་ཉིང་,2001
414,today,dha-ring,,ད་རིང་,ད་རིང་,2001
415,this year,dhyu-chig,,དུ་ཅིག་,,2001
416,day before yesterday,kha-nup,,ཁ་ནུབ་,,2001
417,yesterday,"kha-sang, dang",,"ཁ་སང་, མདང་","ཁ་སང་, མདང་",2001
418,day after tomorrow,nan tsi,,གནངས་ཚེ་,,2001
419,in the future,gyabley,,གྱབ་ལས་,,BLDWG
420,a long time a go,dang po ngon lay,,དང་པོ་སྔོན་ལས་,,BLDWG
421,hour,chu tsod,,ཆུ་ཚོད་,,2001
422,minute,karmo,karmo,སྐར་མོ་,སྐར་མོ་,2001
423,second,karcha,,སྐར་ཆ་,,BLDWG
424,same,chig ko,,གཅིག་ཀོ་,,2004 [2005]
425,next year,sangphoth,,"སང་ཕོད་, སང་སྤོད་",,2001
426,right now,da tho,,ད་ལྟོ་,,BLDWG
427,knowledge,khyenbo,yea-shes,མཁྱེན་བོ་,ཡེ་ཤེས་,2001
428,"custom, system, way, procedure","gyen-rab, do lug",,འགྲོ་ལུགས་,,2004 [2005]
429,story,sungtam,,གསུང་གཏམ་,,2001
430,book,deb,,དེབ་,,2001
431,classes,dzintra,,འཛིན་ཁྲ་,,BLDWG
432,"learn, study, read",chos dok,,ཆོས་སྒྲོག་,,2004 [2005]
433,internet,drawa,,དྲ་བ་,,BLDWG
434,place,"lung-po, ne",,"ལུང་པོ་, གནས་",,2001
435,environment,khor yog,,འཁོར་ཡུག་,,2004 [2005]
436,ocean,gyatso,,རྒྱ་མཚོ་,རྒྱ་མཚོ་,2001
437,river,tsang-chhu,,གཙང་ཆུ་,,2001
438,stream,kyong,,ཀྱོང་,,BLDWG
439,mountain,"ghang, ghangri","ghang, ghangri","གངས་, གངས་རི་","གངས་, གངས་རི་",2004 [2005]
440,hills,ri,ri,རི་,རི་,BLDWG
441,plains,thang,thang,ཐང་,ཐང་,BLDWG
442,wetland,"dam jab, dam job",,"བསྡམ་རྫབ་, བསྡམ་རྫོབ་",,BLDWG
443,"forest, jungle",nagstsan,shingnags,ནགས་ཙན་,ཤིང་ནགས་,2001
444,tree,shingdong,,ཤིངས་སྡོང་,,2001
445,sand,bem,,བྱེམ་,,BLDWG
446,flower,me-tog,,མེ་ཏོག་,,2001
447,actions,ley,yog,ལས་,གཡོག་,BLDWG
448,think,gongpo,gongpo,དགོངས་པོ་,དགོངས་པོ་,2001
449,see,thong-po,,མཐོང་པོ་,,2001
450,look,zhigs,ta,གཟིགས་,ལྟ་,2001
451,talk,sung,lap,གསུང་,ལ་པ,2001
452,sit,shughs,den,བཞུགས་,སྡོད་,2001
453,walk,chen,gyu,བྱོན་,རྒྱུ་,BLDWG
454,stand,shang,long,ཞང་,ལོང་,BLDWG
455,lie down,nyal,,སྙལ་,,2001
456,run,gyug,,རྒྱུགས་,,BLDWG
457,sleep,zim,nyal,གཟིམ་,ཉལ་,2001
458,practice,laglen,,ལག་ལེན་,,2001
459,be concerned with,thu dug,sem dug,ཐུགས་དུག་,སེམས་དུག་,BLDWG
460,care about,gatsho,,དགའ་ཚོ་,,BLDWG
461,happy,"gawa, ga",," དགའ་བ་, དགའ་,",,2001
462,like/ be pleased,gakyith,,དགའ་སྐྱིད་,,2001
463,love,chaepo,shen,གཅེས་པོ་,"གཅེས་པོ་, ཞེན་",2001
464,hate,she-dhang,,ཞེ་སྡང་,,2001
465,funny (amusing),gyalrolong cici,,གྱལ་རོ་ལོང་ཅི་ཅི་,,BLDWG
466,sad,kyo,"yeth-khyo, seamkhyo",སྐྱོ་,"ཡིད་སྐྱོ་, སེམས་སྐྱོ་",2001
467,despair,kyom,,སྐྱོམ་,,2004 [2005]
468,annoying,tsingcici,,ཙིང་ཅི་ཅི་,,BLDWG
469,anger,"tsigko, thong tho, thawo",,"ཚིག་ཀོ་, ཁོང་ཁྲོ་, ཁྲོ་བོ་",,2001. 2004 [2005]
470,peaceful,shi-wa,,ཞི་བ་,,2001
471,examine,"cheyth, shipchath",,"དཔྱད་, ཞིབ་བཅད་",,2001
472,explore,tshur she,,ཚུར་ཤེ་,,BLDWG
473,"ask, ask to do","lhongpo, kul bo",,"སློང་པོ་, སྐུལ་བོ་",,"2001, 2004 [2005]"
474,look for/ seek,tshole,,འཚོལ་,,2001
475,to obtain,drup,lone,གྲུབ་,ལོན་,2001
476,throw away/ cast off,"tokko, ko she",,"ཏོག་ཀོ་, གོ་ཤེ་",,BLDWG
477,common,thunmong,,ཐུན་མོང་,,BLDWG
478,rare,kon po,,ཀོན་པོ་,,BLDWG
479,beautiful,"dze po, dza cici",,"མཛད་པོ་, ཛ་ཅི་ཅི་",,2001
480,intelligent,"rig-chen, khenbo, gyugchen",,"རིག་ཅན་, མཁན་བོ་, རྒྱུགས་ཅན་",,"2001, 2004 [2005]"
481,ugly,ma-lep,,མ་ལེཔ་,,BLDWG
482,"unpleasant, evil",ngen po,,ངན་པོ་,,BLDWG
483,fat,"gyag, gyatgtom",,"རྒྱགས་, རྒྱགས་ཏོམ་",,2004 [2005]
484,thin,biko,,བི་ཀོ་,,BLDWG
485,plain,drang po,,དྲང་པོ་,,BLDWG
486,flashy,a ci ci,,ཨ་ཅི་ཅི་,,BLDWG
487,"level, floor",thog,,ཐོག་,,2001
488,"fair, simple",drang-po,,དྲང་པོ་,,2001
489,not fair,drang-po me,,དྲང་པོ་མེད་,,BLDWG
490,"produce, make",dzo,,ཛོད་,,BLDWG
491,weak,lingling,,ལིང་ལིང་,,BLDWG
492,strong,dingding,,དིང་དིང་,,BLDWG
493,be unproductive,shel-lo,,ཤེ་ལོགས་,,BLDWG
494,"labour, work",lea,,ལས་,,2001
495,hardworking,u-tshog,,ཨུ་ཚོག་,,BLDWG
496,lazy,she-log,,ཞེ་ལོག་,,2001
497,live,"tshe, zhu",den,"ཚེ་, ཞུགས་",དེན་,BLDWG
498,travel,due,, འགྲུལ་,,2004 [2005]
499,die,drong,"chi, shi",གྲོངས་,"འཆི་, ཤི་",2001
500,be born,kyiwa,"khrung, thung",སྐྱེ་བ་,འཁྲུངས་,"2001, 2004 [2005]"
501,inspire,salba,,གསལ་བ་,,BLDWG
502,"wander, roam",,khyam,,"ཁྱམ་, འཁྱམས་",2004 [2005]
503,insist,nyakya,,ཉ་ཀྱ་,,BLDWG
504,frequent,atara,,ཨ་ཏ་ར་,,BLDWG
505,rare,kentra,,ཀེན་ཏྲ་,,BLDWG
506,"skill, expertise, talent",keytra,,རྩལ་,,2001
507,poor,byangka,,བྱང་ཀ་,,BLDWG
508,rich,pyiku,,པྱི་ཀུ་,,BLDWG
509,spiritual,chos sem,,ཆོས་སེམས་,,BLDWG
510,short temper,tsinglug,,ཙིང་ལུགས་,,BLDWG
511,good temper,shiwa,,ཞི་བ་,,BLDWG
512,point of view/ perspective,"dazang, ngosam",,"ད་སང་, ངོ་ཙམ་",,BLDWG
513,mind/ heart,"seam, sem",seam ngith,སེམས་,སེམས་ཉིད་,2001
514,opinion,samcha,,བསམ་ཆ་,,2001
515,idea,samchar,,བསམ་འཆར་,,2001
516,friend,"drogko (male), drome (female)",,གྲོགས་ཀོ་ / གྲོགམ་,,2001
517,enemy,dra,,དགྲ་,,2001
518,know (a person),ngo-khen,ngo-shes,ངོ་མཁྱེན་,ངོ་ཤེས་,BLDWG
519,not know (a person),ngo-mi-khen,ngo-mi-shes,ངོ་མི་མཁྱེན་,ངོ་མི་ཤེས་,BLDWG
520,understanding,gotog,sam shes,གོ་རྟོགས་,བསམ་ཤེས་,2001
521,not understand,shu she me,ha-min-go,སུ་ཤེས་མེད་,ཧ་མིང་གོ་,BLDWG
522,equal,nyamchung,,ཉམ་ཆུང་,,BLDWG
523,bored,she-log,,ཤེ་ལོགས་,,BLDWG
524,"arrogant, prideful",nga-gyal,,ང་རྒྱལ་,ང་རྒྱལ་,2001
525,excited,gatrashe,,དགའ་ཏྲ་ཤེས་,,BLDWG
526,interested,"shesdoth, seamsa",,ཤེས་འདོད་,,2001
527,attitude,sam chog,,བསམ་ཕྱོགས་,,2001
528,weigh,je,,ཇེ་,,BLDWG
529,fit,shong,,ཤོང་,,BLDWG
530,not fit,mi-shong,,མི་ཤོང་,,BLDWG
531,appropriate,"tshathag choth, tshung-po",,"ཚ་ཐག་ཆོད, མཚུངས་པོ་་",,2001
532,not appropriate,,tshung-po med,,ཚུངས་པོ་མེད་,BLDWG
533,oppress,nem,,ནེམ་,,BLDWG
534,liberate,thar,,མཐར་,,BLDWG
535,complain,,,,,BLDWG
536,boast,nga-gyal,,ང་རྒྱལ་,,BLDWG
537,praise,toeth,,སྟོད་,,2001
538,celebrate,sung,,སུང་,,BLDWG
539,"give, bestow",pe she,,པེ་ཤེས་,,BLDWG
540,provoke,nye-ta,,ཉེ་ཏ་,,BLDWG
541,not take responsibility,ke ma ley,,ཀེ་མ་ལེགས་,,BLDWG
542,"take responsibility, responsibility, duty","ke, gen",,"ཀེ་, འགན་",,2004 [2005]
543,expand,par che,,པར་ཆེ་,,BLDWG
544,destroy,"lhags-sheth, chag-sheth, lhag",sig,"རླགས་ཤད་, ཀླག་",ཤིགས་,"2001, 2004 [2005]"
545,laugh,goet,,"དགོད་, རྒོད་",,2004 [2005]
546,cry,"ngu, gnu",shums,ངུ་,"ཤུམས་, བཤུམས་",2001. 2004 [2005]
547,respect,"kur, tsi, ghue","gue-shap, she-sa","བཀུར་, བརྩི་, གུས་","གུས་ཞབས་, ཞེ་ས་","2001, 2004 [2005]"
548,disrespect,tsi meth,,རྩི་མེད་,,2001
549,help,rogsram,,རོགས་རམ་,,2001
550,hungry,trespo,trespo,བཀྲེས་པོ་,བཀྲེས་པོ་,2001
551,throat,"kea, koem, gul",,"སྐེ་, སྐོསམ་, མགུལ་",,"2001 , 2004 [2005]"
552,about/ topic,kor,kor,སྐོར་,སྐོར་,2001
553,hair,u-ta,kya,,ཀྱ་,2001
554,"poop, stool, excrement",kham sang,kyako,ཁམས་སང་,སྐྱག་ཀོ་,"2001, 2004 [2005]"
555,thirsty,,"khom, kha khom",,"སྐོམ་, ཁ་སྐོམ་",2001. 2004 [2005]
556,gift,"khyom, khyum",,"འཁྱོམས་, འཁྱོམ་","འཁྱོམས་, འཁྱོམ་","2001 , 2004 [2005]"
557,important,"gay-chi-tag, gay-chen, ghael chen",,གལ་ཆེ་དྲགས་,,"2001 , 2004 [2005]"
558,"yourself, you all","gu-chag, ghu chag",,གུ་ཅག་,,"2001 , 2004 [2005]"
559,"defilement, contamination, pollution",drip,,གྲིབ་,,2001
560,"change, increase","gyur-wa, phar",,"འགྱུར་བ་, འཕར་",འགྱུར་བ་,2001
561,"money, silver, currency",ngul,,ངུལ་,ངུལ་,2001
562,forget,jeth po,,བརྗོད་པོ་,བརྗོད་པོ་,2001
563,"obstacle, blunder, problem",nyogtra,,རྙོག་ཁྲ་,,2001
564,"compassion, love, kindness","nyining zie, nyinje, kadin",,"སྙིང་རྗེ་, བཀའ་དྲིན་",སྙིང་རྗེ་,"2001 , 2004 [2005]"
565,"strength, forve","top, khoe ka",,"སྟོབས་, འཁོས་ཀ་",,"2001, 2004 [2005]"
566,weaken/ powerless,topchung,,སྟོབས་ཆུང་,,2001
567,"all, totality of things, plural","tham-chath, kun",,"ཐམས་ཅད་, ཀུན་","ཐམས་ཅད་, ཀུན་",2001
568,"now, at the moment",da-ta,,ད་ལྟ་,,2001
569,"further, still",dha-rung,,ད་རུང་,ད་རུང་,2001
570,"first, before",dhang-po,,དང་པོ་,དང་པོ་,2001
571,monsoon,dhues lhungs,,དུས་རླུངས་,,2001
572,these days,dhing sang,,དེང་སང་,,2001
573,smell,drim,,དྲིམ་,,2001
574,this,di,,འདི་,,2001
575,"to have, is",dug,,འདུག་,,2001
576,clothes,nam za,,ནམ་བཟའ་,,2001
577,ear,nam chog,,རྣམ་ཅོག་,,2001
578,"obstacle, obstruction","bar-cheth, barchay",,བར་ཆད་,,2001
579,"dictionary, glossary",tsigzoth,,ཚིག་མཛོད་,,2001
580,business,tshong,,ཚོང་,,2001
581,lake,tsho,,མཚོ་,,2001
582,excellent,zick-dak,,རྫིགས་དྲགས་,,2001
583,"cautious, attentive",zhap zhap,,གཟབ་གཟབ་,,2001
584,"power, force",shugs,,ཤུགས་,,2001
585,grandfather,a zoe,,ཨ་ཇོ་བོ་,,2001
586,grandmother,a nyo,,ཨ་ཉོ་,,2001
587,offering bowl/ plate,katora,,ཀ་ཏོ་ར་,,2004 [2005]
588,"pillar, column",kawa,,ཀ་བ་,,2004 [2005]
589,cotton fibre,kawo,,ཀ་བོ་,,2004 [2005]
590,alphabet [for Bhutia/Lhokyed and Tibetan),kayig sum chu,,"ཀ་ཡིག་སུམ་ཅུ་, ཀ་ཡིག་གསུམ་བཅུ་",,2004 [2005]
591,dry,kam,,ཀམ་,,2004 [2005]
592,"tick, lice",kishig,,ཀི་ཤིག་,,2004 [2005]
593,"equality, even",kun nyam,,ཀུན་མཉམ་,,2004 [2005]
594,benefit all,kun phen,,ཀུན་ཕན་,,2004 [2005]
595,"to reach, re return",kesong,,སྐེ་སོང་,,2004 [2005]
596,banana,kedong,,ཀེ་སྡོང་,,2004 [2005]
597,fern,kem,,ཀེམ་,,2004 [2005]
598,fern shoot,ketchot,,ཀེས་ཚོད་,,2004 [2005]
599,fern plant,keshing,,ཀེས་ཤིང་,,2004 [2005]
600,"cunning, clever, naughty",kya hu,,"ཀྱག་ཧུ་, སྐྱ་ཧུ་",,2004 [2005]
601,"irritating, bad, agitating","kyom, kha khyom",,"ཀྱོམ་, ཁ་སྐྱོམ་",,2004 [2005]
602,"read, study",log,,ཀློག་,,2004 [2005]
603,difficult,"ka , ka le, ghag shog, ghah dag",,"དཀའ་, དཀའ་ལས་, གག་ཤོག་, གག་དྲགས་",,2004 [2005]
604,"to fill up, to pour","kang, kong",,"བཀང་, སྐོང་",,2004 [2005]
605,"consent, approve","ka se, dig ko",,"བཀའ་གསེས་, འགྲིགས་གོ་",,2004 [2005]
606,"meeting, discussion",kamol,,བཀའ་མོལ་,,2004 [2005]
607,"advice, instruction","kalob, kotpo",,"བཀའ་སློབ་, བཀོད་པོ་",,2004 [2005]
608,"good luck, congratulations, good wishes",tashi delek,,བཀྲ་ཤིས་བདེ་ལེགས་,,2004 [2005]
609,"reason, cause",kyen,,རྐྱེན་,,2004 [2005]
610,"speech, voice, sound",ket,,སྐད་,,2004 [2005]
611,body,"ku, ku jug",,"སྐུ་, སྐུ་གཟུགས་",,2004 [2005]
612,sour,kyum,,སྐྱུམ་,,2004 [2005]
613,"saying, idiom",khatam,,ཁ་གཏམ་,,2004 [2005]
614,bad speech,kha nen,,ཁ་ངན་,,2004 [2005]
615,teeth,khaso,,ཁ་སོ་,,2004 [2005]
616,"personality, character",kham shi,,ཁམ་གཤིས་,,2004 [2005]
617,special,khyet chen,,ཁྱད་ཅན་,,2004 [2005]
618,blood pressure,tha lung,,ཁྲ་རླུང་,,2004 [2005]
619,"teach, lecture",thit,,ཁྲིད་,,2004 [2005]
620,"laws, rules",thim,,ཁྲིམ་,,2004 [2005]
621,market,"thom, throm",,ཁྲོམ་,,2004 [2005]
622,why,"ghan bya, kumbeya",,གན་བྱ་,,2004 [2005]
623,[to] become,dub,,གྲུབ་,,2004 [2005]
624,"move, go",chen,gyu,,འགྱུ་,2004 [2005]